query_table,data_lake_table,unionable,num_union_cols
Climatology_CM3G7N4Y.csv,Climatology_CSB7ITAT.csv,1,2
Climatology_CM3G7N4Y.csv,Climatology_JGC3WJIQ.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_QTFZNEU4.csv,1,3
Climatology_CM3G7N4Y.csv,Climatology_GTCYFDVW.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_OAYDT7CU.csv,1,8
Climatology_CM3G7N4Y.csv,Climatology_SZJIVF4D.csv,0,0
Climatology_CM3G7N4Y.csv,Climatology_61II49M5.csv,1,5
Climatology_CM3G7N4Y.csv,Climatology_97PPER1U.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_24BVN8NN.csv,1,2
Ecology_DPJSAVHT.csv,Ecology_94JBY7CQ.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_RD3AEYRX.csv,1,8
Ecology_DPJSAVHT.csv,Ecology_58FLM639.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_TV5ZKBWW.csv,1,6
Ecology_DPJSAVHT.csv,Ecology_6RDQYB9R.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_IFY7O0PJ.csv,1,7
Ecology_DPJSAVHT.csv,Ecology_NI8MIT7I.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_KUE98HLU.csv,1,7
Ecology_DPJSAVHT.csv,Ecology_00T2RJMG.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_ROOOBWF4.csv,1,6
Ecology_DPJSAVHT.csv,Ecology_4XLY54IK.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_AR0OMNEL.csv,1,8
Ecology_DPJSAVHT.csv,Ecology_U3P1ZCYU.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_87C7G23C.csv,1,6
Ecology_DPJSAVHT.csv,Ecology_C9Y7DMS2.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_K1SD7J32.csv,1,5
Ecology_DPJSAVHT.csv,Ecology_L8IZ0U2B.csv,0,0
Ecology_DPJSAVHT.csv,Ecology_FQUKHFH2.csv,1,5
Ecology_DPJSAVHT.csv,Ecology_KY9YCKVJ.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_6B9M80O2.csv,1,7
Archeology_8F1CBFNO.csv,Archeology_K1VRJNVG.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_XWNREK8P.csv,1,3
Archeology_8F1CBFNO.csv,Archeology_UDOCUZRE.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_UN5Z3JQI.csv,1,7
Archeology_8F1CBFNO.csv,Archeology_ZXOI65FD.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_Q9AH8RVH.csv,1,6
Archeology_8F1CBFNO.csv,Archeology_AQ6L6GT6.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_K87AU5BH.csv,1,8
Archeology_8F1CBFNO.csv,Archeology_FF5E8II4.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_MTZX272H.csv,1,6
Archeology_8F1CBFNO.csv,Archeology_B9OOAEDO.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_8I4P40MG.csv,1,3
Archeology_8F1CBFNO.csv,Archeology_103DGDZV.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_2I1LR3PE.csv,1,6
Archeology_8F1CBFNO.csv,Archeology_GD8AFPK0.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_KYAYQ3S1.csv,1,2
Archeology_8F1CBFNO.csv,Archeology_5JMSND8D.csv,0,0
Archeology_8F1CBFNO.csv,Archeology_D6FLEEPZ.csv,1,3
Archeology_8F1CBFNO.csv,Archeology_PCF07UQN.csv,0,0
Geology_ZL2WTVM8.csv,Geology_F3IF3G3T.csv,1,5
Geology_ZL2WTVM8.csv,Geology_4OOJQXZL.csv,0,0
Geology_ZL2WTVM8.csv,Geology_U35BE4HW.csv,1,8
Geology_ZL2WTVM8.csv,Geology_SWI6GZGU.csv,0,0
Geology_ZL2WTVM8.csv,Geology_P9K4YEVN.csv,1,3
Geology_ZL2WTVM8.csv,Geology_V8PLE5H3.csv,0,0
Geology_ZL2WTVM8.csv,Geology_TZEGYU5D.csv,1,3
Geology_ZL2WTVM8.csv,Geology_AJJ28SY2.csv,0,0
Geology_ZL2WTVM8.csv,Geology_T1WFA6ZI.csv,1,4
Geology_ZL2WTVM8.csv,Geology_DA9WHSBP.csv,0,0
Geology_ZL2WTVM8.csv,Geology_UYZY18NL.csv,1,7
Geology_ZL2WTVM8.csv,Geology_YX0JSIIA.csv,0,0
Geology_ZL2WTVM8.csv,Geology_51IFI031.csv,1,7
Geology_ZL2WTVM8.csv,Geology_192YWOL1.csv,0,0
Geology_ZL2WTVM8.csv,Geology_08XCC4XH.csv,1,4
Geology_ZL2WTVM8.csv,Geology_J7R37F7F.csv,0,0
Geology_ZL2WTVM8.csv,Geology_DV8A4364.csv,1,4
Geology_ZL2WTVM8.csv,Geology_WSSKCTQD.csv,0,0
Geology_ZL2WTVM8.csv,Geology_BS5FI6ER.csv,1,8
Geology_ZL2WTVM8.csv,Geology_RQAHLJ2X.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_P2KNWDQH.csv,1,8
Medicine_CVFJJ50Y.csv,Medicine_4T48OYY4.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_S2YU7CG8.csv,1,2
Medicine_CVFJJ50Y.csv,Medicine_VRRGQZ3P.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_VLU9AAEA.csv,1,6
Medicine_CVFJJ50Y.csv,Medicine_DNHHFIYL.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_3E3R1UQK.csv,1,4
Medicine_CVFJJ50Y.csv,Medicine_YYVDQQL2.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_ZL5GJ81N.csv,1,6
Medicine_CVFJJ50Y.csv,Medicine_QGCEEQ2B.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_YRJVZA65.csv,1,2
Medicine_CVFJJ50Y.csv,Medicine_8OAY4H8W.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_FX8VF3SM.csv,1,2
Medicine_CVFJJ50Y.csv,Medicine_GW5F2MIC.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_5YE8T582.csv,1,3
Medicine_CVFJJ50Y.csv,Medicine_VCZHN738.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_CJ5B4CPI.csv,1,2
Medicine_CVFJJ50Y.csv,Medicine_3KEGH5OE.csv,0,0
Medicine_CVFJJ50Y.csv,Medicine_H8IUNCLV.csv,1,4
Medicine_CVFJJ50Y.csv,Medicine_0KX9K2PC.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_INJR720P.csv,1,5
Horticulture_FAALFS04.csv,Horticulture_L5FTW0A9.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_X86O3NRD.csv,1,2
Horticulture_FAALFS04.csv,Horticulture_45LKCDXS.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_3CGD8LKB.csv,1,6
Horticulture_FAALFS04.csv,Horticulture_P2U0MUOH.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_0MYOE45D.csv,1,7
Horticulture_FAALFS04.csv,Horticulture_3LYXI3MW.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_DRIH330K.csv,1,2
Horticulture_FAALFS04.csv,Horticulture_KK9OF075.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_A1PPU1OJ.csv,1,4
Horticulture_FAALFS04.csv,Horticulture_CC46C17Z.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_5PF9A0NI.csv,1,5
Horticulture_FAALFS04.csv,Horticulture_B4TK3B33.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_X3AEYV7C.csv,1,3
Horticulture_FAALFS04.csv,Horticulture_8NFVD6XD.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_CXXL9E9N.csv,1,6
Horticulture_FAALFS04.csv,Horticulture_8H4NOUWR.csv,0,0
Horticulture_FAALFS04.csv,Horticulture_67H488S2.csv,1,5
Horticulture_FAALFS04.csv,Horticulture_M3FFZLSE.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_W02BSMEB.csv,1,8
Anthropology_N7BS08I4.csv,Anthropology_923TITKQ.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_DJWS3KK8.csv,1,8
Anthropology_N7BS08I4.csv,Anthropology_THBZ5J3U.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_VS4SJ2VH.csv,1,6
Anthropology_N7BS08I4.csv,Anthropology_HIB4WTXI.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_HOIJOTIN.csv,1,2
Anthropology_N7BS08I4.csv,Anthropology_6P6EGA7N.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_8AGN64XL.csv,1,3
Anthropology_N7BS08I4.csv,Anthropology_O90S1ME4.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_7FHJZZGK.csv,1,5
Anthropology_N7BS08I4.csv,Anthropology_HO15RRZW.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_6RJ3GHQ5.csv,1,5
Anthropology_N7BS08I4.csv,Anthropology_LYUJTGE7.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_BC1HY2UY.csv,1,6
Anthropology_N7BS08I4.csv,Anthropology_CIXWBVYG.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_WDPPPTFE.csv,1,5
Anthropology_N7BS08I4.csv,Anthropology_FGVRE741.csv,0,0
Anthropology_N7BS08I4.csv,Anthropology_T6T18UM0.csv,1,7
Anthropology_N7BS08I4.csv,Anthropology_PH6H77Q5.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_R20QD58X.csv,1,7
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_H8P2YAZQ.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_NK2U0CRF.csv,1,4
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_EW09U3BD.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_IAZMTUFH.csv,1,8
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_24IQLUSM.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_YOBB9OF3.csv,1,5
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_DZ1QJFXK.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_35HONMRS.csv,1,5
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_NSM0L0JB.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_2PX3FA4I.csv,1,6
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_QEG9DDVP.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_CAQ6YTZX.csv,1,7
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_CLQK65V3.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_JQHUCI5R.csv,1,5
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_OLC4QK31.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_2W9535HJ.csv,1,2
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_NA7L0EP5.csv,0,0
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_XGUJBF34.csv,1,5
Veterinary-Science_YP1NJGLN.csv,Veterinary-Science_UINDSUDE.csv,0,0
Criminology_JHT51TIW.csv,Criminology_GX6M52Y4.csv,1,4
Criminology_JHT51TIW.csv,Criminology_F1XL11FC.csv,0,0
Criminology_JHT51TIW.csv,Criminology_OJ577FS3.csv,1,7
Criminology_JHT51TIW.csv,Criminology_TJITP71S.csv,0,0
Criminology_JHT51TIW.csv,Criminology_6G610G3Q.csv,1,2
Criminology_JHT51TIW.csv,Criminology_LLZCF0TU.csv,0,0
Criminology_JHT51TIW.csv,Criminology_QVLNLFQG.csv,1,6
Criminology_JHT51TIW.csv,Criminology_5TXZTFII.csv,0,0
Criminology_JHT51TIW.csv,Criminology_MBN4JP18.csv,1,7
Criminology_JHT51TIW.csv,Criminology_J41BHKJ2.csv,0,0
Criminology_JHT51TIW.csv,Criminology_PMSZDVAG.csv,1,6
Criminology_JHT51TIW.csv,Criminology_059SC5Z5.csv,0,0
Criminology_JHT51TIW.csv,Criminology_5OD7B1U9.csv,1,7
Criminology_JHT51TIW.csv,Criminology_4H5W21BK.csv,0,0
Criminology_JHT51TIW.csv,Criminology_2O6OV3IS.csv,1,4
Criminology_JHT51TIW.csv,Criminology_X4KNSF4I.csv,0,0
Criminology_JHT51TIW.csv,Criminology_G05TPN9D.csv,1,5
Criminology_JHT51TIW.csv,Criminology_WKL6CEV1.csv,0,0
Criminology_JHT51TIW.csv,Criminology_O5QVWC9R.csv,1,6
Criminology_JHT51TIW.csv,Criminology_GD23HGG9.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_P4VS6KFR.csv,1,3
Astronautics_XVIHM20A.csv,Astronautics_37XB2JA7.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_K1DZCJD7.csv,1,5
Astronautics_XVIHM20A.csv,Astronautics_WAR7JZ2N.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_2WZMTFC8.csv,1,7
Astronautics_XVIHM20A.csv,Astronautics_NF69T7VK.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_QPT16HDX.csv,1,6
Astronautics_XVIHM20A.csv,Astronautics_2TA3VP8O.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_IY7PGU7M.csv,1,7
Astronautics_XVIHM20A.csv,Astronautics_I4N2EX7Z.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_Q51250KJ.csv,1,8
Astronautics_XVIHM20A.csv,Astronautics_34CK9XH0.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_C7JHXTXT.csv,1,4
Astronautics_XVIHM20A.csv,Astronautics_SNL5AH9W.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_T2VY4II6.csv,1,5
Astronautics_XVIHM20A.csv,Astronautics_0YOZV8C2.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_KBT9H9FM.csv,1,8
Astronautics_XVIHM20A.csv,Astronautics_7M46BH8L.csv,0,0
Astronautics_XVIHM20A.csv,Astronautics_2F8UZC5B.csv,1,3
Astronautics_XVIHM20A.csv,Astronautics_G8KSJLQF.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_RDU390E4.csv,1,2
Geomancy_MPP566YH.csv,Geomancy_BR9GP9IT.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_6NJX8KP8.csv,1,8
Geomancy_MPP566YH.csv,Geomancy_SKAD4RQY.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_6SCK8ETF.csv,1,6
Geomancy_MPP566YH.csv,Geomancy_RPUVN3VB.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_4AAL095Z.csv,1,6
Geomancy_MPP566YH.csv,Geomancy_TOO5XCR5.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_MZHR65K9.csv,1,2
Geomancy_MPP566YH.csv,Geomancy_LEIEIQO7.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_B8Q93A1D.csv,1,8
Geomancy_MPP566YH.csv,Geomancy_BO1EPMKV.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_VQPG4PVD.csv,1,6
Geomancy_MPP566YH.csv,Geomancy_DT1EGD9D.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_0OA3Y31G.csv,1,2
Geomancy_MPP566YH.csv,Geomancy_37VMGGAE.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_I6QW042L.csv,1,6
Geomancy_MPP566YH.csv,Geomancy_DIT16WT8.csv,0,0
Geomancy_MPP566YH.csv,Geomancy_VSXA7JDP.csv,1,6
Geomancy_MPP566YH.csv,Geomancy_D1WMMMEV.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_P4VYNZLA.csv,1,8
Geophysics_C5OAOO3N.csv,Geophysics_S2MXCBMM.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_LMBLQGBI.csv,1,3
Geophysics_C5OAOO3N.csv,Geophysics_K71EHJIM.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_1PCM8SJU.csv,1,4
Geophysics_C5OAOO3N.csv,Geophysics_5NF4EK6Y.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_73LUX745.csv,1,5
Geophysics_C5OAOO3N.csv,Geophysics_CNOM2PZN.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_KXQ9FIFS.csv,1,6
Geophysics_C5OAOO3N.csv,Geophysics_5URYBL2O.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_8MVMVQTR.csv,1,2
Geophysics_C5OAOO3N.csv,Geophysics_4O7933VF.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_0N229BXI.csv,1,8
Geophysics_C5OAOO3N.csv,Geophysics_A5WVO01Z.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_ZYNZE8YM.csv,1,6
Geophysics_C5OAOO3N.csv,Geophysics_LC5BLMEY.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_7E3DX7AK.csv,1,7
Geophysics_C5OAOO3N.csv,Geophysics_I804EYNI.csv,0,0
Geophysics_C5OAOO3N.csv,Geophysics_TM63RMAJ.csv,1,3
Geophysics_C5OAOO3N.csv,Geophysics_FS3WTZL0.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_SEN509HX.csv,1,7
Bioinformatics_LGZCPKR8.csv,Bioinformatics_QN6C3BE3.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_MZCAQHIU.csv,1,8
Bioinformatics_LGZCPKR8.csv,Bioinformatics_P2I4RKKB.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_8ZKEARJ2.csv,1,2
Bioinformatics_LGZCPKR8.csv,Bioinformatics_D7GYT2DA.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_XPMFB0BA.csv,1,3
Bioinformatics_LGZCPKR8.csv,Bioinformatics_OGKKC06G.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_HONGWULA.csv,1,5
Bioinformatics_LGZCPKR8.csv,Bioinformatics_YN3OERXC.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_5G8KQGUY.csv,1,4
Bioinformatics_LGZCPKR8.csv,Bioinformatics_B2Y6O6AO.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_P1PFDIX5.csv,1,4
Bioinformatics_LGZCPKR8.csv,Bioinformatics_NCP2VIRU.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_0SBOVVPN.csv,1,6
Bioinformatics_LGZCPKR8.csv,Bioinformatics_UL2AE5EM.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_IFL9NP6F.csv,1,3
Bioinformatics_LGZCPKR8.csv,Bioinformatics_KMP1LPTS.csv,0,0
Bioinformatics_LGZCPKR8.csv,Bioinformatics_4FXZYK42.csv,1,4
Bioinformatics_LGZCPKR8.csv,Bioinformatics_8J9LQY3T.csv,0,0
