;Recipe Name;Cuisine;Prep Time;Cook Time;Servings;Ingredient 1;Ingredient 2;Ingredient 3;Instructions;Difficulty;Prep Tools;Ingredient Source
96;Recipe Name: Grilled Vegetable Paninis;Cuisine: Italian;Prep Time: 20 minutes;Cook Time: 20 minutes;Servings: 4;Ingredient 1: 1 zucchini, sliced;Ingredient 2: 1 yellow squash, sliced;Ingredient 3: 1 red bell pepper, sliced;Ingredient 4: 1 red onion, sliced;Ingredient 5: 1/4 cup olive oil;Ingredient 6: 1/4 cup balsamic vinegar;Ingredient 7: 8 slices Italian bread Ingredient 8: 1 cup shredded provolone cheese Ingredient 9: 1/2 cup pesto  Instructions: Preheat panini grill or skillet  In a bowl, combine zucchini, squash, bell pepper, onion, oil, vinegar, salt, and pepper  Toss well to coat, let marinate for 15 minutes  Grill vegetables for 2-3 minutes per side, set aside  Spread pesto on 4 bread slices, sprinkle with cheese, top with grilled veggies, add remaining cheese and bread slices  Grill paninis for 5-6 minutes or until golden brown and cheese is melted  Difficulty: Moderate Prep Tools: Measuring cups, measuring spoons, mixing bowls, chopping board, panini grill or skillet Ingredient Source: Grocery Store
97;Recipe Name: Italian Stuffed Bell Peppers;Cuisine: Italian;Prep Time: 15 minutes;Cook Time: 30 minutes;Servings: 4;Ingredient 1: 4 large bell peppers, various colors;Ingredient 2: 1 lb italian sausage;Ingredient 3: 1 cup cooked white rice;Ingredient 4: 1/2 cup grated parmesan cheese;Ingredient 5: 1 cup marinara sauce;Ingredient 6: 1/2 cup shredded mozzarella cheese;Ingredient 7: Salt and black pepper to taste  Instructions: Preheat oven to 375°F  Cut tops off bell peppers, remove seeds and membranes, arrange in a baking dish  In a skillet, cook sausage until browned and crumbled  Drain excess fat  Mix in rice, 1/4 cup parmesan, and 1/2 cup marinara  Spoon mixture into peppers, top with marinara and mozzarella  Sprinkle with remaining parmesan, bake for 30 minutes  Season with salt and pepper to taste  Difficulty: Moderate Prep Tools: Measuring cups, measuring spoons, skillet, mixing bowl, baking dish, chopping board Ingredient Source: Grocery Store</s>
98; Recipe Name: Eggplant Parmesan;Cuisine: Italian;Prep Time: 20 minutes;Cook Time: 60 minutes;Servings: 6;Ingredient 1: 2 large eggplants;Ingredient 2: 2 cups flour;Ingredient 3: 4 eggs;Ingredient 4: 4 cups breadcrumbs;Ingredient 5: 4 cups marinara sauce;Ingredient 6: 3 cups shredded mozzarella cheese;Ingredient 7: 1 cup grated parmesan cheese Ingredient 8: Salt and black pepper to taste Instructions: Preheat oven to 375°F  Slice eggplants into 1/4-inch thick rounds  In separate bowls, place flour, beaten eggs, and breadcrumbs  Coat eggplant slices in flour, dip in egg, then coat with breadcrumbs  Heat oil in a skillet, fry eggplant slices until golden  Layer fried eggplant slices in a baking dish with marinara, mozzarella, and parmesan  Bake for 30 minutes, until cheese is melted and bubbly  Season with salt and pepper to taste  Difficulty: Moderate Prep Tools: Measuring cups, measuring spoons, mixing bowls, chopping board, skillet, baking dish, cooling rack Ingredient Source: Grocery Store
99;Recipe Name: Chicken Parmesan;Cuisine: Italian;Prep Time: 25 minutes;Cook Time: 30 minutes;Servings: 4;Ingredient 1: 4 boneless, skinless chicken breasts;Ingredient 2: 1 cup flour;Ingredient 3: 2 eggs;Ingredient 4: 2 cups breadcrumbs;Ingredient 5: 2 cups marinara sauce;Ingredient 6: 2 cups shredded mozzarella cheese;Ingredient 7: 1 cup grated parmesan cheese Ingredient 8: Salt and black pepper to taste Instructions: Preheat oven to 375°F  Pound chicken breasts to an even thickness  In separate bowls, place flour, beaten eggs, and breadcrumbs  Coat chicken breasts in flour, dip in egg, then coat with breadcrumbs  Heat oil in a skillet, brown chicken on both sides  Place chicken in a baking dish, top with marinara, mozzarella, and parmesan  Bake for 20-25 minutes, until chicken is cooked through and cheese is melted  Season with salt and pepper to taste  Difficulty: Moderate Prep Tools: Measuring cups, measuring spoons, mixing bowls, skillet, baking dish, meat mallet Ingredient Source: Grocery Store
100;Recipe Name: Tiramisu;Cuisine: Italian;Prep Time: 30 minutes;Cook Time: 0 minutes;Servings: 8;Ingredient 1: 6 egg yolks;Ingredient 2: 1 cup sugar;Ingredient 3: 1 1/2 cups mascarpone cheese;Ingredient 4: 2 cups strong brewed coffee, cooled;Ingredient 5: 1/2 cup coffee liqueur;Ingredient 6: 48 ladyfinger cookies;Ingredient 7: 1/2 cup grated dark chocolate Instructions: In a bowl, beat egg yolks and sugar until pale  Stir in mascarpone until smooth  Combine coffee and coffee liqueur  Dip ladyfingers in coffee mixture and arrange in a single layer in a dish  Spread half of mascarpone mixture over ladyfingers, sprinkle with chocolate  Repeat layers, cover with plastic wrap, refrigerate for at least 3 hours  Difficulty: Moderate Prep Tools: Mixing bowls, electric mixer, measuring cups, measuring spoons, spatula, 9x13-inch baking dish Ingredient Source: Grocery Store
101;Recipe Name: Caprese Salad;Cuisine: Italian;Prep Time: 10 minutes;Cook Time: 0 minutes;Servings: 4;Ingredient 1: 3 cups sliced fresh mozzarella cheese;Ingredient 2: 3 cups sliced ripe tomatoes;Ingredient 3: 1/2 cup fresh basil leaves;Ingredient 4: 1/4 cup balsamic glaze;Ingredient 5: Salt and black pepper to taste;Instructions: Arrange mozzarella and tomato slices on a platter, alternating; Top with fresh basil leaves  Drizzle with balsamic glaze  Season with salt and pepper to taste  Difficulty: Easy Prep Tools: Cutting board, knife, measuring spoons Ingredient Source: Grocery Store
102;Recipe Name: Minestrone Soup;Cuisine: Italian;Prep Time: 20 minutes;Cook Time: 30 minutes;Servings: 6;Ingredient 1: 2 tablespoons olive oil;Ingredient 2: 1 onion, diced;Ingredient 3: 2 carrots, diced;Ingredient 4: 2 celery stalks, diced;Ingredient 5: 3 cloves garlic, minced;Ingredient 6: 1 can cannellini beans, drained and rinsed;Ingredient 7: 1 can red kidney beans, drained and rinsed Ingredient 8: 1 can diced tomatoes Ingredient 9: 1 quart vegetable broth Ingredient 10: 2 cups chopped fresh spinach Ingredient 11: Salt and black pepper to taste Instructions: Heat oil in a large pot over medium heat  Add onion, carrots, and celery, cook until tender  Stir in garlic, cook for 1 minute  Add both beans, diced tomatoes, and vegetable broth Bring to a boil, stir in spinach, reduce heat, and simmer  Season with salt and pepper to taste  Difficulty: Easy Prep Tools: Cutting board, knife, large pot, measuring cups, measuring spoons Ingredient Source: Grocery Store
103;Recipe Name: Bruschetta;Cuisine: Italian;Prep Time: 15 minutes;Cook Time: 0 minutes;Servings: 4;Ingredient 1: 4 Roma tomatoes, diced;Ingredient 2: 1/4 cup sliced fresh basil;Ingredient 3: 2 cloves garlic, minced;Ingredient 4: 1 tablespoon extra virgin olive oil;Ingredient 5: 1 teaspoon balsamic vinegar;Ingredient 6: Salt and black pepper to taste;Ingredient 7: 8 slices Italian or French bread, toasted Ingredient 8: 1/4 cup shredded parmesan cheese Instructions: Combine tomatoes, basil, garlic, olive oil, balsamic vinegar, salt, and black pepper  Let it marinate for 10-15 minutes  Spoon the mixture over toasted bread slices, sprinkle with parmesan cheese  Difficulty: Easy Prep Tools: Cutting board, knife, mixing bowls Invest Ingredient Source: Grocery Store
104;Recipe Name: Spaghetti Carbonara;Cuisine: Italian;Prep Time: 15 minutes;Cook Time: 10 minutes;Servings: 4;Ingredient 1: 12 oz spaghetti;Ingredient 2: 1 cup pancetta or guanciale, cubed or sliced;Ingredient 3: 2 large eggs;Ingredient 4: 1 cup grated parmesan cheese;Ingredient 5: Salt and black pepper to taste;Instructions: Cook spaghetti according to package instructions; In a skillet, cook pancetta or guanciale until crisp  Drain, reserving 2 tablespoons of the fat  In a bowl, whisk together eggs, cheese, salt, and black pepper  Drain cooked spaghetti, reserving pasta water  Add pasta to the skillet with pancetta/guanciale, stir in egg mixture until creamy  If needed, add reserved pasta water  Difficulty: Easy Prep Tools: Measuring cups, measuring spoons, large pot, skillet, mixing bowl Ingredient Source: Grocery Store
105;Recipe Name: Pasta e Fagioli;Cuisine: Italian;Prep Time: 15 minutes;Cook Time: 25 minutes;Servings: 6;Ingredient 1: 2 tablespoons olive oil;Ingredient 2: 1 onion, diced;Ingredient 3: 2 carrots, diced;Ingredient 4: 2 celery stalks, diced;Ingredient 5: 2 cloves garlic, minced;Ingredient 6: 1 1/2 cups canned or dried cannellini beans;Ingredient 7: 15 oz can diced tomatoes Ingredient 8: 1 quart chicken or vegetable broth Ingredient 9: 8 oz ditalini or elbow macaroni Ingredient 10: 1/2 cup chopped fresh parsley Ingredient 11: Salt and black pepper to taste Instructions: Heat oil in a large pot over medium heat  Add onion, carrots, and celery, cook until tender  Stir in garlic, cook for 1 minute  Add beans, diced tomatoes, and broth  Bring to a boil, adding pasta  Reduce heat, and simmer until pasta is tender  Season with salt and black pepper to taste, top with parsley  Difficulty: Easy Prep Tools: Cutting board, knife, large pot, measuring cups, measuring spoons Ingredient Source: Grocery Store
106;Recipe Name: Chicken Marsala;Cuisine: Italian;Prep Time: 20 minutes;Cook Time: 20 minutes;Servings: 4;Ingredient 1: 4 chicken breasts;Ingredient 2: 1 cup all-purpose flour;Ingredient 3: Salt and black pepper to taste;Ingredient 4: 4 tablespoons unsalted butter, divided;Ingredient 5: 2 cups sliced mushrooms;Ingredient 6: 3/4 cups sweet Marsala wine;Ingredient 7: 1 cup chicken stock Ingredient 8: 2 sprigs of fresh rosemary Instructions: Season chicken breasts with salt and black pepper  Dredge in flour and shake off excess  Heat 2 tablespoons butter in a skillet, cook chicken until golden, remove  In the same skillet, add remaining butter and mushrooms, cook until browned  Stir in wine, boil and reduce liquid by half  Add chicken stock and rosemary, simmer, return chicken to the skillet, spoon sauce over chicken  Difficulty: Moderate Prep Tools: Measuring cups, measuring spoons, mixing bowls, skillet Ingredient Source: Grocery Store</s>
